titulo;empresa;pais;ciudad_limpia;ubicacion_raw;salario_medio_ppp_2024;indice_coste_vida_2024;indice_alquiler_2024;salario_real_ajustado;modalidad;es_teletrabajo;desc_longitud;url
Duales Studium Wirtschaftsinformatik (B.Sc.) Am Campus Oder Virtuell;IU Duales Studium;DE;Hybrides Arbeiten Berlin;Hybrides Arbeiten in 10115 Berlin;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;152.0;https://de.indeed.com/viewjob?jk=06e28e78f0fae2d3
Consultant Commodity Trading (All Genders) - Bcg Platinion;Boston Consulting Group;DE;Hamburg;20095 Hamburg;69433.062;63.5;22.8;109343.4;Presencial;False;96.0;https://de.indeed.com/viewjob?jk=01864f97a0c31109
Senior Business Partner Finance (M/F/D);Agile Robots SE;DE;München;81369 München;69433.062;63.5;22.8;109343.4;Presencial;False;116.0;https://de.indeed.com/viewjob?jk=85a7208bff89180b
Business Controller (M/W/D);NORRES Schlauchtechnik GmbH;DE;Gelsenkirchen;45881 Gelsenkirchen;69433.062;63.5;22.8;109343.4;Presencial;False;204.0;https://de.indeed.com/viewjob?jk=21de2ab6f1750592
Consultant Commodity Trading (All Genders) - Bcg Platinion;Boston Consulting Group;DE;Berlin;Berlin;69433.062;63.5;22.8;109343.4;Presencial;False;89.0;https://de.indeed.com/viewjob?jk=b5b46203cd94eee8
Consultant Commodity Trading (All Genders) - Bcg Platinion;Boston Consulting Group;DE;München;München;69433.062;63.5;22.8;109343.4;Presencial;False;90.0;https://de.indeed.com/viewjob?jk=286b3ae130f35c98
Performance & Growth Marketing Manager (M/W/D) – Lead B2C;eFoil Riders;DE;München;80805 München;69433.062;63.5;22.8;109343.4;Presencial;False;243.0;https://de.indeed.com/viewjob?jk=c831467305671517
Datenanalyse Mit Fokus Auf Bi;n_value group;DE;Karlsruhe;76131 Karlsruhe;69433.062;63.5;22.8;109343.4;Presencial;False;167.0;https://de.indeed.com/viewjob?jk=af65f76940a4b2dc
Corporate Development Analyst (M/F/D);SAP Fioneer;DE;Hybrides Arbeiten Berlin;Hybrides Arbeiten in Berlin;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;172.0;https://de.indeed.com/viewjob?jk=828b44ae9263dad1
Software Test Analyst *;valantic Software & Technology Innovations GmbH;DE;Berlin-Friedrichshain;10243 Berlin-Friedrichshain;69433.062;63.5;22.8;109343.4;Presencial;False;230.0;https://de.indeed.com/viewjob?jk=c39f1eb84de9a46f
Scientific Business Analyst- Darmstadt Or Düsseldorf, Germany;TetraScience;DE;Frankfurt Am Main;Frankfurt am Main;69433.062;63.5;22.8;109343.4;Presencial;False;146.0;https://de.indeed.com/viewjob?jk=6cf95a2864c449d4
Senior Data Scientist (F/M/D);justtrack;DE;Hybrides Arbeiten Hamburg;Hybrides Arbeiten in 20095 Hamburg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;91.0;https://de.indeed.com/viewjob?jk=de943772fec8c367
Senior Data Scientist (M/W/D) – Generative Ki;Libri GmbH;DE;Hamburg;Hamburg;69433.062;63.5;22.8;109343.4;Presencial;False;121.0;https://de.indeed.com/viewjob?jk=ccfa33ba7cfe1473
Senior Data Engineer At Advertising Platform (Remote, Ph-Based Only);OneTeamAnywhere;DE;Berlin;Homeoffice in Berlin;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;191.0;https://de.indeed.com/viewjob?jk=bfc829fb27128772
Sap Business Analyst Schwerpunkten Master Data & Finance (W/M/D);Digital Development;DE;Hannover;30177 Hannover;69433.062;63.5;22.8;109343.4;Presencial;False;155.0;https://de.indeed.com/viewjob?jk=8b3dafd98077d816
Analyst Financial Planning & Reporting / Finance Business Partner Holding (M/W/D);Mangrove GermanCo II GmbH;DE;Herne;Herne;69433.062;63.5;22.8;109343.4;Presencial;False;130.0;https://de.indeed.com/viewjob?jk=44f41c3b4e71904d
Senior Project Manager/Business Analyst, Life Sciences - Eu;fme Life Sciences;DE;Frankfurt Am Main;Homeoffice in Frankfurt am Main;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;135.0;https://de.indeed.com/viewjob?jk=503b142562e95060
(Senior) Technical Business Analyst (M/F/D) - Supply Tech - Hamburg (Hybrid);ABOUT YOU SE & Co. KG;DE;Hybrides Arbeiten Hamburg;Hybrides Arbeiten in Hamburg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;228.0;https://de.indeed.com/viewjob?jk=f78c80458c389069
Venture Capital - Visiting Investment Analyst (M/F/D);T.Capital;DE;Desconocido;Deutschland;69433.062;63.5;22.8;109343.4;Presencial;False;92.0;https://de.indeed.com/viewjob?jk=4e623dea7b1b9eb1
Werkstudent/In Data Analyst (W/M/D) - Deutschlandweit;Relevo;DE;München;80538 München;69433.062;63.5;22.8;109343.4;Presencial;False;123.0;https://de.indeed.com/viewjob?jk=3201d5b95d5b04c2
Data Analyst;mrge-group-gmbh;DE;Hybrides Arbeiten Berlin-Kreuzberg;Hybrides Arbeiten in 10997 Berlin-Kreuzberg;69433.062;63.5;22.8;109343.4;Remoto/Híbrido;True;172.0;https://de.indeed.com/viewjob?jk=ab5f97415db118f4
